movie,image,movie_type,annot_group,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,sum,exp_sum,intensity1,intensity2,intensity3,intensity4,intensity5,intensity_mean,intensity_sd
FastAndFuriousHM,fandf_20_93594_8.jpg,H,6,0.0,0.1,0.01,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.72,0.0,2.2700000000000005,0.0115984012614685,4,3,4,3,4,3.6,0.4898979485566356
FastAndFuriousHM,fandf_84_112385_0.jpg,H,7,0.32,0.61,0.0,1.25,0.0,0.0,0.0,0.16,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,2.37,0.0114347201847703,3,3,3,3,3,3.0,0.0
FastAndFuriousHM,fandf_10_100010_80.jpg,H,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.77,0.0,0.0,0.77,0.0,0.06,0.0,2.47,0.0125930343399528,1,1,2,2,3,1.8,0.7483314773547883
FastAndFuriousHM,fandf_7_76449_7.jpg,H,3,0.0,0.48,0.0,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.03,0.0,0.0,2.56,0.0141291931242425,2,1,1,2,4,2.0,1.095445115010332
FastAndFuriousHM,fandf_14_112385_31.jpg,H,8,0.87,0.81,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.66,0.09,0.0,0.12,0.0,0.0,0.0,2.9400000000000004,0.0129311596400934,3,3,2,2,3,2.6,0.4898979485566356
FastAndFuriousHM,fandf_17_124350_43.jpg,H,8,0.92,0.0,0.0,0.11,0.0,0.0,0.0,0.4,0.0,0.0,0.62,0.44,0.0,0.0,0.0,0.58,0.0,3.0700000000000003,0.0134437688604024,2,4,2,2,5,3.0,1.2649110640673518
FastAndFuriousHM,fandf_11_83546_47.jpg,H,6,1.01,0.04,0.0,0.81,0.0,0.0,0.14,0.24,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,3.22,0.0152932524711912,3,1,3,3,3,2.6,0.8000000000000002
FastAndFuriousHM,fandf_5_83058_64.jpg,H,3,0.72,0.63,0.05,0.32,0.0,0.0,0.0,0.41,0.01,0.18,0.0,0.0,0.0,0.0,0.51,0.78,0.0,3.61,0.0160069710453916,2,2,4,4,4,3.2,0.9797958971132712
FastAndFuriousHM,fandf_34_28297_30.jpg,H,5,0.12,0.0,1.11,0.0,0.0,0.22,0.15,0.0,0.0,0.32,0.57,0.0,0.0,0.0,0.76,0.53,0.14,3.92,0.0197569152849451,2,4,2,5,1,2.8,1.469693845669907
FastAndFuriousHM,fandf_18_23649_89.jpg,H,8,0.45,0.0,2.99,0.0,0.0,0.3,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4.55,0.0254082418724064,4,5,3,2,3,3.4,1.019803902718557
FastAndFuriousHM,fandf_19_115057_54.jpg,H,4,0.26,0.0,1.39,0.0,0.0,0.0,0.0,0.28,0.0,0.58,0.0,1.95,0.0,0.17,0.0,0.0,0.43,5.06,0.0258452503751227,1,4,2,3,3,2.6,1.019803902718557
FastAndFuriousHM,fandf_6_36363_3.jpg,H,9,1.34,0.08,0.85,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,1.96,0.0,5.13,0.0277022233732568,3,6,5,3,3,4.0,1.2649110640673518
FastAndFuriousHM,fandf_30_36363_18.jpg,H,7,1.62,0.0,0.64,1.03,0.0,0.0,0.0,0.02,0.0,0.0,0.69,0.0,0.0,0.0,0.0,1.18,0.0,5.18,0.027348429043567,4,4,4,4,5,4.2,0.3999999999999999
FastAndFuriousHM,fandf_8_140338_95.jpg,H,8,0.22,0.0,1.1,0.03,0.2,1.34,0.0,0.48,0.0,0.0,0.03,1.32,0.0,0.02,0.0,0.35,0.22,5.309999999999999,0.0252957482094794,3,3,3,2,3,2.8,0.3999999999999999
FastAndFuriousHM,fandf_2_125914_72.jpg,H,10,0.72,0.13,0.16,1.39,0.0,0.0,0.0,0.7,0.08,0.0,0.41,0.55,0.0,0.58,0.14,0.55,0.0,5.409999999999999,0.0239986051680948,4,6,4,4,5,4.6,0.7999999999999999
FastAndFuriousHM,fandf_49_33945_0.jpg,H,10,0.0,0.0,1.72,0.13,0.1,1.18,0.24,0.07,0.0,0.17,0.0,0.66,0.0,0.41,0.01,0.53,0.24,5.46,0.0281604729741541,2,4,2,1,2,2.2,0.9797958971132712
FastAndFuriousHM,fandf_1_105523_88.jpg,H,1,0.85,1.04,0.0,1.55,0.0,0.53,0.27,0.0,0.0,0.0,0.74,0.0,0.43,0.19,0.0,0.02,0.0,5.62,0.029165330633683,1,1,3,2,2,1.8,0.7483314773547883
FastAndFuriousHM,fandf_23_90795_52.jpg,H,4,2.14,0.0,0.0,0.89,0.0,0.0,0.0,0.37,0.0,0.0,2.01,0.56,0.0,0.0,0.0,0.0,0.0,5.970000000000001,0.0315899347684351,2,4,5,5,3,3.8,1.16619037896906
FastAndFuriousHM,fandf_0_43837_52.jpg,H,10,0.15,0.23,0.42,1.62,0.0,0.0,0.0,0.47,0.0,0.0,0.92,0.38,0.44,0.0,0.46,0.97,0.0,6.06,0.0289752898036429,5,4,4,3,4,4.0,0.6324555320336759
FastAndFuriousHM,fandf_36_44065_39.jpg,H,2,0.0,0.02,0.06,0.67,0.09,0.66,0.0,0.0,0.0,0.98,0.0,0.0,0.45,0.0,0.81,2.43,0.07,6.24,0.0340108015667179,2,2,1,1,1,1.4,0.4898979485566356
FastAndFuriousHM,fandf_12_107009_72.jpg,H,7,0.88,0.26,0.62,0.0,0.24,0.2,0.45,0.01,0.07,0.0,1.92,0.23,0.09,0.0,0.5,0.0,0.93,6.4,0.0333955296280197,2,3,4,4,3,3.2,0.7483314773547882
FastAndFuriousHM,fandf_38_100545_59.jpg,H,5,1.36,0.0,1.75,0.0,0.0,0.0,0.0,0.85,0.15,1.88,0.0,0.09,0.0,0.0,0.09,0.2,0.19,6.5600000000000005,0.0314037509402106,2,3,3,5,2,3.0,1.095445115010332
FastAndFuriousHM,fandf_31_105817_21.jpg,H,9,0.59,0.31,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.25,0.54,1.29,1.36,0.34,0.0,1.83,0.0,6.67,0.0354483460880145,1,2,2,3,1,1.8,0.7483314773547883
FastAndFuriousHM,fandf_21_40729_38.jpg,H,7,0.3,0.0,1.41,0.48,0.0,0.0,0.0,0.0,0.0,0.0,2.03,1.6,0.0,0.87,0.0,0.0,0.0,6.69,0.0366266958674536,4,2,5,4,2,3.4,1.2000000000000002
FastAndFuriousHM,fandf_3_44433_70.jpg,H,6,0.26,0.0,1.03,0.0,0.25,0.0,0.0,1.07,0.0,1.68,1.29,0.37,0.0,0.73,0.35,0.02,0.0,7.049999999999999,0.0314784204378375,5,4,5,3,5,4.4,0.8
FastAndFuriousHM,fandf_12_40825_69.jpg,H,2,1.02,0.41,1.51,0.37,0.0,0.0,0.0,0.76,0.65,0.0,0.0,0.0,0.01,0.0,0.1,0.0,2.24,7.07,0.0345315548915436,2,3,3,1,3,2.4,0.8
FastAndFuriousHM,fandf_24_105523_32.jpg,H,1,0.3,0.85,0.0,0.72,0.0,0.0,0.21,0.09,0.0,0.0,0.97,0.0,0.81,0.0,0.89,0.33,1.92,7.09,0.0368552956025875,1,1,3,1,2,1.6,0.8
FastAndFuriousHM,fandf_27_140338_44.jpg,H,3,0.0,0.0,1.14,0.52,0.0,0.92,0.0,0.26,0.27,0.0,1.02,2.26,0.39,0.34,0.0,0.32,0.11,7.55,0.039083605254615,2,1,4,2,3,2.4,1.019803902718557
FastAndFuriousHM,fandf_35_12843_40.jpg,H,4,0.0,0.0,0.55,0.66,0.0,0.0,0.0,0.0,0.0,0.89,1.14,0.0,0.0,0.17,0.32,3.74,0.15,7.620000000000001,0.0459421874068091,1,2,4,4,2,2.6,1.2000000000000002
FastAndFuriousHM,fandf_25_13450_13.jpg,H,2,0.9,1.02,0.0,1.28,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.84,0.0,2.57,0.65,7.720000000000001,0.0402188284070635,1,1,2,1,2,1.4,0.4898979485566356
FastAndFuriousHM,fandf_33_43837_9.jpg,H,9,0.57,0.0,0.0,0.26,0.0,0.0,0.2,0.14,0.0,0.0,1.69,2.12,0.0,0.58,0.0,2.38,0.0,7.94,0.0441903681325853,2,5,6,2,3,3.6,1.624807680927192
FastAndFuriousHM,fandf_52_139162_30.jpg,H,1,0.0,0.0,0.06,0.0,2.01,1.98,0.14,0.44,0.0,0.0,1.04,0.0,0.0,0.0,2.19,0.0,0.25,8.11,0.0436132821839942,3,4,4,3,3,3.4,0.4898979485566356
FastAndFuriousHM,fandf_47_104417_60.jpg,H,4,0.0,0.0,1.36,0.5,0.0,0.0,0.0,0.96,0.15,0.82,1.32,2.12,0.18,0.0,0.91,0.0,0.0,8.32,0.0398396477062791,3,2,3,5,3,3.2,0.9797958971132712
FastAndFuriousHM,fandf_48_115057_69.jpg,H,9,0.79,0.0,2.2,0.0,0.24,0.8,0.88,0.0,0.0,0.0,1.25,1.29,0.15,0.49,0.0,0.0,0.37,8.459999999999999,0.0453628508138461,1,2,4,2,1,2.0,1.095445115010332
FastAndFuriousHM,fandf_32_121835_118.jpg,H,3,1.64,0.49,0.0,2.34,0.0,0.0,0.45,1.42,0.0,0.0,0.2,0.28,0.0,0.22,0.0,1.65,0.0,8.69,0.0403949405472096,3,3,3,2,1,2.4,0.8
FastAndFuriousHM,fandf_40_13235_67.jpg,H,10,1.12,0.48,0.0,0.73,0.0,0.0,0.0,0.49,0.0,0.36,2.39,0.0,0.0,1.9,0.03,1.39,0.0,8.89,0.0467215506076108,1,3,2,3,1,2.0,0.8944271909999159
FastAndFuriousHM,fandf_26_27913_15.jpg,H,1,1.26,2.27,1.74,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.11,0.14,0.0,0.0,1.11,0.94,1.18,9.02,0.048235441791772,1,2,3,1,3,2.0,0.8944271909999159
FastAndFuriousHM,fandf_58_27913_88.jpg,H,7,1.95,2.73,0.36,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.95,0.0,0.0,0.55,0.42,0.0,9.14,0.0513423223036429,6,5,4,5,2,4.4,1.3564659966250536
FastAndFuriousHM,fandf_28_112385_47.jpg,H,8,0.77,0.0,3.9,0.9,0.0,0.0,0.17,0.26,0.0,0.0,1.26,1.71,0.0,0.27,0.0,0.0,0.0,9.239999999999998,0.0548239230844568,4,7,4,5,7,5.4,1.3564659966250536
FastAndFuriousHM,fandf_72_75377_175.jpg,H,2,0.0,0.0,0.0,0.0,0.0,0.0,3.58,0.0,0.0,0.0,5.0,0.0,0.0,0.32,0.0,0.0,0.63,9.53,0.069774375268403,2,2,1,1,1,1.4,0.4898979485566356
FastAndFuriousHM,fandf_51_38713_46.jpg,H,10,1.33,0.29,3.4,0.0,0.0,0.03,0.0,0.49,0.19,1.55,0.63,0.66,0.0,0.0,0.1,0.0,1.25,9.92,0.0547418699135679,3,3,2,1,3,2.4,0.8
FastAndFuriousHM,fandf_45_24017_109.jpg,H,9,0.0,0.0,1.99,0.0,1.51,1.38,0.77,0.95,0.08,0.34,0.08,0.9,0.48,0.89,0.0,0.6,0.25,10.22,0.0494189780697718,2,6,5,2,3,3.6,1.624807680927192
FastAndFuriousHM,fandf_39_125177_103.jpg,H,1,0.0,0.0,2.21,0.0,0.25,0.0,0.67,1.45,0.19,0.9,1.18,1.62,0.0,0.0,0.0,0.76,1.0,10.23,0.0475569200253701,5,4,5,2,3,3.8,1.16619037896906
FastAndFuriousHM,fandf_56_53201_75.jpg,H,5,0.0,0.78,0.0,0.65,0.0,0.0,0.0,0.61,0.0,1.92,3.1,0.0,0.0,1.71,0.64,0.3,0.57,10.28,0.0555775613859859,1,3,2,2,5,2.6,1.3564659966250538
FastAndFuriousHM,fandf_58_22881_54.jpg,H,6,1.04,0.0,2.78,0.0,1.07,0.29,0.47,1.67,0.0,0.44,0.37,1.71,0.0,0.0,0.0,0.43,0.09,10.36,0.0483925032613675,3,1,4,3,6,3.4,1.624807680927192
FastAndFuriousHM,fandf_60_44433_38.jpg,H,10,0.28,0.42,1.55,0.0,0.0,0.0,0.0,0.61,0.0,1.79,2.17,1.05,0.0,2.32,0.0,0.0,0.41,10.6,0.0562944637165538,4,3,2,2,1,2.4,1.019803902718557
FastAndFuriousHM,fandf_29_74689_3.jpg,H,7,0.44,0.0,1.59,0.87,0.84,1.43,0.07,1.52,0.0,0.49,0.76,0.99,0.0,0.0,0.37,0.5,0.8,10.67,0.0476818507390408,5,4,5,3,2,3.8,1.16619037896906
FastAndFuriousHM,fandf_62_114756_61.jpg,H,2,2.32,0.56,2.31,1.26,0.0,0.0,0.0,0.02,0.73,0.24,0.94,0.78,0.72,0.0,0.09,0.0,0.81,10.78,0.059156569091758,5,4,4,1,4,3.6,1.3564659966250536
FastAndFuriousHM,fandf_44_20265_23.jpg,H,6,0.22,0.0,0.11,2.36,1.39,1.44,1.37,1.74,0.51,0.0,0.53,0.0,0.0,0.0,1.25,0.0,0.0,10.919999999999998,0.0504350679481067,5,7,7,6,3,5.6,1.4966629547095764
FastAndFuriousHM,fandf_72_23281_66.jpg,H,10,1.84,0.0,1.33,1.3,0.0,0.0,0.0,1.28,0.0,0.0,1.19,0.64,2.11,0.79,0.0,0.0,0.5,10.98,0.0530238165926091,2,3,1,1,1,1.6,0.8
FastAndFuriousHM,fandf_37_76321_22.jpg,H,5,0.0,0.86,0.26,0.0,0.0,0.0,0.07,0.88,0.0,0.97,0.71,1.82,0.48,0.24,1.52,0.83,2.34,10.98,0.0551501547261705,2,3,2,5,3,3.0,1.095445115010332
FastAndFuriousHM,fandf_43_40945_167.jpg,H,6,0.02,0.0,1.61,0.07,0.0,0.0,0.0,0.59,0.0,1.75,1.94,1.77,0.0,1.79,0.0,1.17,0.97,11.68,0.061753240902059,2,2,5,2,3,2.8,1.16619037896906
FastAndFuriousHM,fandf_59_141110_108.jpg,H,4,1.7,0.42,2.02,0.42,0.0,1.23,0.0,0.81,0.12,0.0,1.37,1.52,0.36,0.68,0.43,0.0,0.68,11.76,0.0590106015954661,1,2,4,3,3,2.6,1.019803902718557
FastAndFuriousHM,fandf_80_12843_49.jpg,H,5,0.0,0.0,1.1,0.22,0.0,0.0,0.0,0.44,0.0,1.05,1.36,0.0,0.0,1.22,1.51,5.0,0.09,11.989999999999998,0.0753703314988068,2,3,3,5,2,3.0,1.095445115010332
FastAndFuriousHM,fandf_32_75929_2.jpg,H,9,0.22,0.3,1.63,0.0,0.34,0.4,0.49,2.1,0.0,0.72,1.32,1.17,0.07,0.0,0.67,1.26,1.36,12.05,0.0523899526009161,1,2,4,2,3,2.4,1.019803902718557
FastAndFuriousHM,fandf_42_76321_40.jpg,H,5,0.41,0.76,0.32,0.0,0.0,0.94,0.24,1.42,0.0,0.65,0.44,0.91,0.99,0.0,1.7,2.2,1.27,12.25,0.0580792324422189,2,2,2,4,3,2.6,0.8
FastAndFuriousHM,fandf_50_30244_57.jpg,H,2,1.83,0.72,1.58,0.0,0.0,0.0,0.0,0.68,0.0,1.29,0.81,0.84,0.79,0.0,0.28,1.92,1.57,12.31,0.0632441901212069,3,4,3,1,2,2.6,1.019803902718557
FastAndFuriousHM,fandf_61_90795_101.jpg,H,3,1.24,0.29,1.06,1.05,0.82,0.28,1.31,0.0,0.0,0.0,4.58,0.0,0.0,1.83,0.0,0.0,0.0,12.46,0.077368175954446,3,5,7,6,7,5.6,1.4966629547095764
FastAndFuriousHM,fandf_46_140617_58.jpg,H,4,1.27,0.0,1.69,1.12,1.18,0.53,0.0,1.25,0.0,1.77,1.82,0.0,0.0,0.33,0.95,0.47,0.25,12.63,0.0614582691701313,1,2,4,5,2,2.8,1.469693845669907
FastAndFuriousHM,fandf_45_141110_107.jpg,H,2,1.9,0.45,1.93,0.48,0.0,1.5,0.0,0.88,0.12,0.0,1.36,1.69,0.6,0.81,0.48,0.0,0.64,12.84,0.0649019896930596,4,3,2,1,2,2.4,1.019803902718557
FastAndFuriousHM,fandf_57_38625_26.jpg,H,3,0.02,0.0,0.54,0.0,0.0,0.0,0.19,2.13,0.0,0.7,3.98,0.0,0.0,3.68,0.25,0.0,1.42,12.91,0.0703886386170259,2,1,5,2,5,3.0,1.6733200530681511
FastAndFuriousHM,fandf_77_140833_5.jpg,H,4,1.33,0.8,2.1,0.67,0.0,0.97,0.0,1.33,0.0,0.3,1.48,2.1,0.68,0.11,0.5,0.0,0.79,13.16,0.064251974891304,1,3,4,5,3,3.2,1.32664991614216
FastAndFuriousHM,fandf_73_112385_63.jpg,H,5,0.39,0.0,3.15,0.0,1.28,0.0,0.32,1.34,0.0,0.0,1.36,2.53,1.59,0.73,0.56,0.0,0.0,13.250000000000002,0.0691391038586623,3,5,4,4,5,4.2,0.7483314773547882
FastAndFuriousHM,fandf_78_139162_114.jpg,H,10,0.01,0.0,2.75,0.0,2.23,1.99,2.09,0.68,0.22,0.0,0.2,0.0,0.0,0.05,1.32,1.34,0.47,13.35,0.0731646500271483,6,4,4,6,3,4.6,1.2
FastAndFuriousHM,fandf_79_90795_88.jpg,H,7,0.93,1.28,0.44,1.6,1.68,0.29,0.06,0.15,0.5,0.0,3.93,0.0,0.0,1.53,1.56,0.0,0.0,13.95,0.0814337775434966,2,5,5,5,4,4.2,1.16619037896906
FastAndFuriousHM,fandf_75_77273_62.jpg,H,5,3.57,2.75,0.1,2.28,0.0,0.0,0.0,0.53,0.9,1.94,0.13,0.77,0.11,0.0,0.09,0.0,0.88,14.05,0.0816678535341119,1,3,3,6,5,3.6,1.743559577416269
FastAndFuriousHM,fandf_76_24017_6.jpg,H,8,0.5,0.0,1.46,0.0,1.92,2.05,0.81,2.4,0.58,0.69,0.84,2.05,0.65,0.03,0.0,0.0,0.39,14.37,0.0654654749459813,5,3,5,4,5,4.4,0.7999999999999999
FastAndFuriousHM,fandf_71_94545_15.jpg,H,9,0.0,0.59,3.19,1.2,0.51,0.98,0.87,1.38,0.33,1.29,0.42,1.17,1.13,0.08,0.12,0.1,1.1,14.459999999999996,0.0724189422435884,2,4,4,3,4,3.4,0.8
FastAndFuriousHM,fandf_74_76553_77.jpg,H,1,1.42,1.26,1.42,0.0,0.64,0.41,0.47,1.71,0.0,0.56,0.51,0.57,0.0,0.0,2.59,2.23,0.75,14.54,0.070912065038559,1,2,2,2,5,2.4,1.3564659966250536
FastAndFuriousHM,fandf_66_76137_94.jpg,H,9,1.16,0.88,0.2,1.24,0.55,0.0,0.47,1.21,0.0,0.88,0.79,0.95,0.92,0.04,2.11,2.63,0.74,14.769999999999998,0.0741363524736149,1,3,3,2,3,2.4,0.8
FastAndFuriousHM,fandf_68_115722_61.jpg,H,2,0.18,0.0,1.22,2.29,0.68,0.48,0.0,2.16,0.43,2.01,1.01,2.12,0.51,0.06,0.36,1.58,0.38,15.47,0.0734619204573272,4,4,2,1,3,2.8,1.16619037896906
FastAndFuriousHM,fandf_67_74689_95.jpg,H,4,1.48,0.74,1.39,0.99,0.76,1.82,0.0,2.05,0.37,0.0,1.16,1.68,0.0,0.0,1.13,1.15,0.89,15.61,0.0727406478120632,1,4,1,4,2,2.4,1.3564659966250538
FastAndFuriousHM,fandf_74_44745_30.jpg,H,6,0.89,1.42,3.25,1.0,0.15,0.56,1.02,1.41,0.0,0.0,1.3,2.06,0.0,0.28,0.15,0.0,2.14,15.630000000000004,0.0815313162150549,5,3,5,4,3,4.0,0.8944271909999159
FastAndFuriousHM,fandf_63_104417_90.jpg,H,6,0.0,0.0,1.32,0.13,0.0,0.0,0.0,2.67,0.0,1.02,1.8,4.0,1.52,0.0,0.75,2.89,0.0,16.1,0.0826783573211708,5,3,5,3,5,4.2,0.9797958971132712
FastAndFuriousHM,fandf_81_138823_87.jpg,H,6,1.92,0.39,2.92,0.0,1.14,0.4,0.15,1.5,0.0,1.18,1.25,1.0,2.34,0.75,0.81,0.4,0.35,16.500000000000004,0.0841132143659954,3,2,5,3,5,3.6,1.2000000000000002
FastAndFuriousHM,fandf_65_32091_59.jpg,H,3,0.74,0.23,1.98,0.88,0.36,0.0,0.45,1.86,0.3,0.0,2.31,4.44,0.0,1.5,0.18,0.47,0.91,16.61,0.0898454593722798,3,2,3,2,1,2.2,0.7483314773547882
FastAndFuriousHM,fandf_53_117081_23.jpg,H,7,0.35,1.79,0.58,2.03,1.13,0.0,0.7,2.63,0.9,1.57,0.84,1.7,0.0,0.2,0.3,0.73,1.64,17.09,0.0784290109203228,4,5,5,3,3,4.0,0.8944271909999159
FastAndFuriousHM,fandf_69_23835_40.jpg,H,1,1.68,0.0,2.77,0.0,1.46,1.65,1.47,0.89,0.13,1.06,1.1,2.02,2.26,0.06,0.53,0.0,0.7,17.78,0.0956258758111437,1,3,4,2,3,2.6,1.019803902718557
FastAndFuriousHM,fandf_75_76321_58.jpg,H,8,0.88,0.54,1.57,0.03,1.49,1.44,0.61,2.67,0.44,1.51,1.08,0.39,1.44,0.0,2.14,2.43,1.51,20.17,0.0966086926091734,5,3,3,3,4,3.6,0.8
FastAndFuriousHM,fandf_82_91593_31.jpg,H,7,2.19,1.4,2.77,0.74,0.0,0.0,0.0,2.48,0.19,2.15,1.3,2.85,0.46,0.06,0.59,3.18,0.82,21.18,0.1109475329314795,1,4,6,4,3,3.6,1.624807680927192
MonsterInLawHM,monster_0_106233_30.jpg,H,9,0.32,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0054368800153059,2,6,4,3,2,3.4,1.4966629547095764
MonsterInLawHM,monster_6_14362_94.jpg,H,4,0.69,0.17,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.006172307839319,4,3,2,5,3,3.4,1.019803902718557
MonsterInLawHM,monster_13_64537_29.jpg,H,8,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.19,0.2,0.0,0.0,0.0,0.2,1.5499999999999998,0.0076344643043609,3,2,4,5,5,3.8,1.16619037896906
MonsterInLawHM,monster_19_45649_18.jpg,H,9,0.25,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.93,2.0,0.0101442002072406,2,4,2,2,2,2.4,0.8000000000000002
MonsterInLawHM,monster_10_67625_43.jpg,H,3,0.31,0.0,1.63,0.0,0.03,0.0,0.0,0.35,0.01,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2.43,0.0112396066832783,3,4,7,4,4,4.4,1.3564659966250536
MonsterInLawHM,monster_18_67161_2.jpg,H,9,0.59,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.23,0.0,0.0,0.0,1.21,2.48,0.0126758753398245,1,1,2,1,2,1.4,0.4898979485566356
MonsterInLawHM,monster_20_50081_93.jpg,H,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.16,0.91,0.15,0.0,0.0,0.0,0.47,0.13,0.09,3.02,0.0095463861990661,2,2,3,1,3,2.2,0.7483314773547882
MonsterInLawHM,monster_15_12417_45.jpg,H,1,0.0,0.19,1.8,1.32,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,3.58,0.0195226547484426,2,3,5,2,6,3.6,1.624807680927192
MonsterInLawHM,monster_6_68505_58.jpg,H,7,0.58,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.91,0.99,0.0,3.7,0.019087376515776,7,2,3,3,3,3.6,1.743559577416269
MonsterInLawHM,monster_14_12537_13.jpg,H,10,0.99,1.38,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.25,0.0,3.79,0.0197504147612373,3,4,4,2,4,3.4,0.8
MonsterInLawHM,monster_2_104545_25.jpg,H,3,0.23,0.34,0.13,0.28,0.0,0.66,0.0,0.39,0.0,0.0,0.0,0.26,0.38,0.07,0.1,1.3,0.0,4.14,0.0189693404164707,3,2,6,4,2,3.4,1.4966629547095764
MonsterInLawHM,monster_4_70081_80.jpg,H,8,0.41,0.87,1.48,0.32,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.14,4.19,0.0216608061713722,1,2,2,2,3,2.0,0.6324555320336759
MonsterInLawHM,monster_7_58017_101.jpg,H,1,0.12,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.75,0.02,0.0,0.0,1.43,1.02,4.3100000000000005,0.0224216588497869,2,3,4,2,3,2.8,0.7483314773547882
MonsterInLawHM,monster_34_119273_80.jpg,H,2,0.0,0.0,0.73,0.27,0.24,1.13,0.0,0.0,0.0,0.0,1.82,0.09,0.0,0.0,0.0,0.0,0.22,4.5,0.0239488482576918,2,2,1,2,2,1.8,0.4
MonsterInLawHM,monster_12_104460_45.jpg,H,3,1.01,2.06,0.0,0.32,0.0,0.0,0.0,0.0,0.22,0.0,0.32,0.0,0.0,0.0,0.88,0.0,0.08,4.890000000000001,0.0263438511993151,3,4,4,3,5,3.8,0.7483314773547882
MonsterInLawHM,monster_3_94325_90.jpg,H,9,1.61,0.17,0.0,0.0,0.0,0.0,0.0,0.92,0.15,0.0,0.0,0.0,0.08,0.0,0.0,1.76,0.4,5.090000000000001,0.0227392594688198,1,4,3,2,2,2.4,1.019803902718557
MonsterInLawHM,monster_1_68673_10.jpg,H,3,1.31,1.09,0.44,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.58,0.0,0.24,0.1,0.63,5.22,0.0268583968066435,3,3,7,4,7,4.8,1.833030277982336
MonsterInLawHM,monster_16_106713_10.jpg,H,10,1.11,1.59,0.24,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.71,0.0,5.250000000000001,0.0277100424809557,5,5,5,3,6,4.8,0.9797958971132712
MonsterInLawHM,monster_19_68183_16.jpg,H,5,1.26,0.0,2.66,0.0,0.0,0.22,0.0,0.03,0.15,0.0,0.0,0.0,0.32,0.0,0.66,0.0,0.26,5.5600000000000005,0.0311806241442198,2,6,5,2,6,4.2,1.833030277982336
MonsterInLawHM,monster_23_22826_1.jpg,H,8,0.13,0.0,0.0,1.27,0.12,0.22,0.0,0.0,0.64,1.18,0.0,0.0,0.21,0.0,0.0,2.1,0.0,5.869999999999999,0.0318260511429681,2,3,2,4,4,3.0,0.8944271909999159
MonsterInLawHM,monster_8_29529_47.jpg,H,4,1.92,0.47,0.0,0.88,0.37,0.0,0.21,0.66,0.0,0.56,0.1,0.0,0.0,0.0,0.0,0.85,0.0,6.02,0.0283076618342487,3,3,3,5,2,3.2,0.9797958971132712
MonsterInLawHM,monster_9_119273_104.jpg,H,2,0.05,0.0,1.22,0.77,0.12,1.31,0.52,0.97,0.0,0.04,0.36,0.0,0.0,0.0,0.46,0.58,0.0,6.4,0.0279661249522546,3,2,1,1,2,1.8,0.7483314773547883
MonsterInLawHM,monster_30_132633_10.jpg,H,8,1.79,1.7,0.0,1.12,0.0,0.03,0.0,0.0,0.0,0.0,0.42,0.0,0.93,0.0,0.0,0.41,0.0,6.4,0.0345945498701521,4,4,5,2,3,3.6,1.019803902718557
